team_code,team_name,flag,jersey_number,player_name,position,club,age,status,api_player_id
RSA,South Africa,🇿🇦,26,TBD Player 26,Forward,,,Roster placeholder - replace with official squad or API sync,
KOR,South Korea,🇰🇷,1,TBD Player 1,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
KOR,South Korea,🇰🇷,2,TBD Player 2,Defender,,,Roster placeholder - replace with official squad or API sync,
KOR,South Korea,🇰🇷,3,TBD Player 3,Defender,,,Roster placeholder - replace with official squad or API sync,
KOR,South Korea,🇰🇷,4,TBD Player 4,Defender,,,Roster placeholder - replace with official squad or API sync,
KOR,South Korea,🇰🇷,5,TBD Player 5,Defender,,,Roster placeholder - replace with official squad or API sync,
KOR,South Korea,🇰🇷,6,TBD Player 6,Midfielder,,,Roster placeholder - replace with official squad or API sync,
KOR,South Korea,🇰🇷,7,TBD Player 7,Midfielder,,,Roster placeholder - replace with official squad or API sync,
KOR,South Korea,🇰🇷,8,TBD Player 8,Midfielder,,,Roster placeholder - replace with official squad or API sync,
KOR,South Korea,🇰🇷,9,TBD Player 9,Forward,,,Roster placeholder - replace with official squad or API sync,
KOR,South Korea,🇰🇷,10,TBD Player 10,Forward,,,Roster placeholder - replace with official squad or API sync,
KOR,South Korea,🇰🇷,11,TBD Player 11,Forward,,,Roster placeholder - replace with official squad or API sync,
KOR,South Korea,🇰🇷,12,TBD Player 12,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
KOR,South Korea,🇰🇷,13,TBD Player 13,Defender,,,Roster placeholder - replace with official squad or API sync,
KOR,South Korea,🇰🇷,14,TBD Player 14,Defender,,,Roster placeholder - replace with official squad or API sync,
KOR,South Korea,🇰🇷,15,TBD Player 15,Midfielder,,,Roster placeholder - replace with official squad or API sync,
KOR,South Korea,🇰🇷,16,TBD Player 16,Midfielder,,,Roster placeholder - replace with official squad or API sync,
KOR,South Korea,🇰🇷,17,TBD Player 17,Midfielder,,,Roster placeholder - replace with official squad or API sync,
KOR,South Korea,🇰🇷,18,TBD Player 18,Forward,,,Roster placeholder - replace with official squad or API sync,
KOR,South Korea,🇰🇷,19,TBD Player 19,Forward,,,Roster placeholder - replace with official squad or API sync,
KOR,South Korea,🇰🇷,20,TBD Player 20,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
KOR,South Korea,🇰🇷,21,TBD Player 21,Defender,,,Roster placeholder - replace with official squad or API sync,
KOR,South Korea,🇰🇷,22,TBD Player 22,Midfielder,,,Roster placeholder - replace with official squad or API sync,
KOR,South Korea,🇰🇷,23,TBD Player 23,Forward,,,Roster placeholder - replace with official squad or API sync,
KOR,South Korea,🇰🇷,24,TBD Player 24,Defender,,,Roster placeholder - replace with official squad or API sync,
KOR,South Korea,🇰🇷,25,TBD Player 25,Midfielder,,,Roster placeholder - replace with official squad or API sync,
KOR,South Korea,🇰🇷,26,TBD Player 26,Forward,,,Roster placeholder - replace with official squad or API sync,
CZE,Czech Republic,🇨🇿,1,TBD Player 1,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
CZE,Czech Republic,🇨🇿,2,TBD Player 2,Defender,,,Roster placeholder - replace with official squad or API sync,
CZE,Czech Republic,🇨🇿,3,TBD Player 3,Defender,,,Roster placeholder - replace with official squad or API sync,
CZE,Czech Republic,🇨🇿,4,TBD Player 4,Defender,,,Roster placeholder - replace with official squad or API sync,
CZE,Czech Republic,🇨🇿,5,TBD Player 5,Defender,,,Roster placeholder - replace with official squad or API sync,
CZE,Czech Republic,🇨🇿,6,TBD Player 6,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CZE,Czech Republic,🇨🇿,7,TBD Player 7,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CZE,Czech Republic,🇨🇿,8,TBD Player 8,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CZE,Czech Republic,🇨🇿,9,TBD Player 9,Forward,,,Roster placeholder - replace with official squad or API sync,
CZE,Czech Republic,🇨🇿,10,TBD Player 10,Forward,,,Roster placeholder - replace with official squad or API sync,
CZE,Czech Republic,🇨🇿,11,TBD Player 11,Forward,,,Roster placeholder - replace with official squad or API sync,
CZE,Czech Republic,🇨🇿,12,TBD Player 12,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
CZE,Czech Republic,🇨🇿,13,TBD Player 13,Defender,,,Roster placeholder - replace with official squad or API sync,
CZE,Czech Republic,🇨🇿,14,TBD Player 14,Defender,,,Roster placeholder - replace with official squad or API sync,
CZE,Czech Republic,🇨🇿,15,TBD Player 15,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CZE,Czech Republic,🇨🇿,16,TBD Player 16,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CZE,Czech Republic,🇨🇿,17,TBD Player 17,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CZE,Czech Republic,🇨🇿,18,TBD Player 18,Forward,,,Roster placeholder - replace with official squad or API sync,
CZE,Czech Republic,🇨🇿,19,TBD Player 19,Forward,,,Roster placeholder - replace with official squad or API sync,
CZE,Czech Republic,🇨🇿,20,TBD Player 20,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
CZE,Czech Republic,🇨🇿,21,TBD Player 21,Defender,,,Roster placeholder - replace with official squad or API sync,
CZE,Czech Republic,🇨🇿,22,TBD Player 22,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CZE,Czech Republic,🇨🇿,23,TBD Player 23,Forward,,,Roster placeholder - replace with official squad or API sync,
CZE,Czech Republic,🇨🇿,24,TBD Player 24,Defender,,,Roster placeholder - replace with official squad or API sync,
CZE,Czech Republic,🇨🇿,25,TBD Player 25,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CZE,Czech Republic,🇨🇿,26,TBD Player 26,Forward,,,Roster placeholder - replace with official squad or API sync,
CAN,Canada,🇨🇦,1,TBD Player 1,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
CAN,Canada,🇨🇦,2,TBD Player 2,Defender,,,Roster placeholder - replace with official squad or API sync,
CAN,Canada,🇨🇦,3,TBD Player 3,Defender,,,Roster placeholder - replace with official squad or API sync,
CAN,Canada,🇨🇦,4,TBD Player 4,Defender,,,Roster placeholder - replace with official squad or API sync,
CAN,Canada,🇨🇦,5,TBD Player 5,Defender,,,Roster placeholder - replace with official squad or API sync,
CAN,Canada,🇨🇦,6,TBD Player 6,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CAN,Canada,🇨🇦,7,TBD Player 7,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CAN,Canada,🇨🇦,8,TBD Player 8,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CAN,Canada,🇨🇦,9,TBD Player 9,Forward,,,Roster placeholder - replace with official squad or API sync,
CAN,Canada,🇨🇦,10,TBD Player 10,Forward,,,Roster placeholder - replace with official squad or API sync,
CAN,Canada,🇨🇦,11,TBD Player 11,Forward,,,Roster placeholder - replace with official squad or API sync,
CAN,Canada,🇨🇦,12,TBD Player 12,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
CAN,Canada,🇨🇦,13,TBD Player 13,Defender,,,Roster placeholder - replace with official squad or API sync,
CAN,Canada,🇨🇦,14,TBD Player 14,Defender,,,Roster placeholder - replace with official squad or API sync,
CAN,Canada,🇨🇦,15,TBD Player 15,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CAN,Canada,🇨🇦,16,TBD Player 16,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CAN,Canada,🇨🇦,17,TBD Player 17,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CAN,Canada,🇨🇦,18,TBD Player 18,Forward,,,Roster placeholder - replace with official squad or API sync,
CAN,Canada,🇨🇦,19,TBD Player 19,Forward,,,Roster placeholder - replace with official squad or API sync,
CAN,Canada,🇨🇦,20,TBD Player 20,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
CAN,Canada,🇨🇦,21,TBD Player 21,Defender,,,Roster placeholder - replace with official squad or API sync,
CAN,Canada,🇨🇦,22,TBD Player 22,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CAN,Canada,🇨🇦,23,TBD Player 23,Forward,,,Roster placeholder - replace with official squad or API sync,
CAN,Canada,🇨🇦,24,TBD Player 24,Defender,,,Roster placeholder - replace with official squad or API sync,
CAN,Canada,🇨🇦,25,TBD Player 25,Midfielder,,,Roster placeholder - replace with official squad or API sync,
CAN,Canada,🇨🇦,26,TBD Player 26,Forward,,,Roster placeholder - replace with official squad or API sync,
BIH,Bosnia and Herzegovina,🇧🇦,1,TBD Player 1,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
BIH,Bosnia and Herzegovina,🇧🇦,2,TBD Player 2,Defender,,,Roster placeholder - replace with official squad or API sync,
BIH,Bosnia and Herzegovina,🇧🇦,3,TBD Player 3,Defender,,,Roster placeholder - replace with official squad or API sync,
BIH,Bosnia and Herzegovina,🇧🇦,4,TBD Player 4,Defender,,,Roster placeholder - replace with official squad or API sync,
BIH,Bosnia and Herzegovina,🇧🇦,5,TBD Player 5,Defender,,,Roster placeholder - replace with official squad or API sync,
BIH,Bosnia and Herzegovina,🇧🇦,6,TBD Player 6,Midfielder,,,Roster placeholder - replace with official squad or API sync,
BIH,Bosnia and Herzegovina,🇧🇦,7,TBD Player 7,Midfielder,,,Roster placeholder - replace with official squad or API sync,
BIH,Bosnia and Herzegovina,🇧🇦,8,TBD Player 8,Midfielder,,,Roster placeholder - replace with official squad or API sync,
BIH,Bosnia and Herzegovina,🇧🇦,9,TBD Player 9,Forward,,,Roster placeholder - replace with official squad or API sync,
BIH,Bosnia and Herzegovina,🇧🇦,10,TBD Player 10,Forward,,,Roster placeholder - replace with official squad or API sync,
BIH,Bosnia and Herzegovina,🇧🇦,11,TBD Player 11,Forward,,,Roster placeholder - replace with official squad or API sync,
BIH,Bosnia and Herzegovina,🇧🇦,12,TBD Player 12,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
BIH,Bosnia and Herzegovina,🇧🇦,13,TBD Player 13,Defender,,,Roster placeholder - replace with official squad or API sync,
BIH,Bosnia and Herzegovina,🇧🇦,14,TBD Player 14,Defender,,,Roster placeholder - replace with official squad or API sync,
BIH,Bosnia and Herzegovina,🇧🇦,15,TBD Player 15,Midfielder,,,Roster placeholder - replace with official squad or API sync,
BIH,Bosnia and Herzegovina,🇧🇦,16,TBD Player 16,Midfielder,,,Roster placeholder - replace with official squad or API sync,
BIH,Bosnia and Herzegovina,🇧🇦,17,TBD Player 17,Midfielder,,,Roster placeholder - replace with official squad or API sync,
BIH,Bosnia and Herzegovina,🇧🇦,18,TBD Player 18,Forward,,,Roster placeholder - replace with official squad or API sync,
BIH,Bosnia and Herzegovina,🇧🇦,19,TBD Player 19,Forward,,,Roster placeholder - replace with official squad or API sync,
BIH,Bosnia and Herzegovina,🇧🇦,20,TBD Player 20,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
BIH,Bosnia and Herzegovina,🇧🇦,21,TBD Player 21,Defender,,,Roster placeholder - replace with official squad or API sync,
BIH,Bosnia and Herzegovina,🇧🇦,22,TBD Player 22,Midfielder,,,Roster placeholder - replace with official squad or API sync,
BIH,Bosnia and Herzegovina,🇧🇦,23,TBD Player 23,Forward,,,Roster placeholder - replace with official squad or API sync,
BIH,Bosnia and Herzegovina,🇧🇦,24,TBD Player 24,Defender,,,Roster placeholder - replace with official squad or API sync,
BIH,Bosnia and Herzegovina,🇧🇦,25,TBD Player 25,Midfielder,,,Roster placeholder - replace with official squad or API sync,
BIH,Bosnia and Herzegovina,🇧🇦,26,TBD Player 26,Forward,,,Roster placeholder - replace with official squad or API sync,
QAT,Qatar,🇶🇦,1,TBD Player 1,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
QAT,Qatar,🇶🇦,2,TBD Player 2,Defender,,,Roster placeholder - replace with official squad or API sync,
QAT,Qatar,🇶🇦,3,TBD Player 3,Defender,,,Roster placeholder - replace with official squad or API sync,
QAT,Qatar,🇶🇦,4,TBD Player 4,Defender,,,Roster placeholder - replace with official squad or API sync,
QAT,Qatar,🇶🇦,5,TBD Player 5,Defender,,,Roster placeholder - replace with official squad or API sync,
QAT,Qatar,🇶🇦,6,TBD Player 6,Midfielder,,,Roster placeholder - replace with official squad or API sync,
QAT,Qatar,🇶🇦,7,TBD Player 7,Midfielder,,,Roster placeholder - replace with official squad or API sync,
QAT,Qatar,🇶🇦,8,TBD Player 8,Midfielder,,,Roster placeholder - replace with official squad or API sync,
QAT,Qatar,🇶🇦,9,TBD Player 9,Forward,,,Roster placeholder - replace with official squad or API sync,
QAT,Qatar,🇶🇦,10,TBD Player 10,Forward,,,Roster placeholder - replace with official squad or API sync,
QAT,Qatar,🇶🇦,11,TBD Player 11,Forward,,,Roster placeholder - replace with official squad or API sync,
QAT,Qatar,🇶🇦,12,TBD Player 12,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
QAT,Qatar,🇶🇦,13,TBD Player 13,Defender,,,Roster placeholder - replace with official squad or API sync,
QAT,Qatar,🇶🇦,14,TBD Player 14,Defender,,,Roster placeholder - replace with official squad or API sync,
QAT,Qatar,🇶🇦,15,TBD Player 15,Midfielder,,,Roster placeholder - replace with official squad or API sync,
QAT,Qatar,🇶🇦,16,TBD Player 16,Midfielder,,,Roster placeholder - replace with official squad or API sync,
QAT,Qatar,🇶🇦,17,TBD Player 17,Midfielder,,,Roster placeholder - replace with official squad or API sync,
QAT,Qatar,🇶🇦,18,TBD Player 18,Forward,,,Roster placeholder - replace with official squad or API sync,
QAT,Qatar,🇶🇦,19,TBD Player 19,Forward,,,Roster placeholder - replace with official squad or API sync,
QAT,Qatar,🇶🇦,20,TBD Player 20,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
QAT,Qatar,🇶🇦,21,TBD Player 21,Defender,,,Roster placeholder - replace with official squad or API sync,
QAT,Qatar,🇶🇦,22,TBD Player 22,Midfielder,,,Roster placeholder - replace with official squad or API sync,
QAT,Qatar,🇶🇦,23,TBD Player 23,Forward,,,Roster placeholder - replace with official squad or API sync,
QAT,Qatar,🇶🇦,24,TBD Player 24,Defender,,,Roster placeholder - replace with official squad or API sync,
QAT,Qatar,🇶🇦,25,TBD Player 25,Midfielder,,,Roster placeholder - replace with official squad or API sync,
QAT,Qatar,🇶🇦,26,TBD Player 26,Forward,,,Roster placeholder - replace with official squad or API sync,
SUI,Switzerland,🇨🇭,1,TBD Player 1,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
SUI,Switzerland,🇨🇭,2,TBD Player 2,Defender,,,Roster placeholder - replace with official squad or API sync,
SUI,Switzerland,🇨🇭,3,TBD Player 3,Defender,,,Roster placeholder - replace with official squad or API sync,
SUI,Switzerland,🇨🇭,4,TBD Player 4,Defender,,,Roster placeholder - replace with official squad or API sync,
SUI,Switzerland,🇨🇭,5,TBD Player 5,Defender,,,Roster placeholder - replace with official squad or API sync,
SUI,Switzerland,🇨🇭,6,TBD Player 6,Midfielder,,,Roster placeholder - replace with official squad or API sync,
SUI,Switzerland,🇨🇭,7,TBD Player 7,Midfielder,,,Roster placeholder - replace with official squad or API sync,
SUI,Switzerland,🇨🇭,8,TBD Player 8,Midfielder,,,Roster placeholder - replace with official squad or API sync,
SUI,Switzerland,🇨🇭,9,TBD Player 9,Forward,,,Roster placeholder - replace with official squad or API sync,
SUI,Switzerland,🇨🇭,10,TBD Player 10,Forward,,,Roster placeholder - replace with official squad or API sync,
SUI,Switzerland,🇨🇭,11,TBD Player 11,Forward,,,Roster placeholder - replace with official squad or API sync,
SUI,Switzerland,🇨🇭,12,TBD Player 12,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
SUI,Switzerland,🇨🇭,13,TBD Player 13,Defender,,,Roster placeholder - replace with official squad or API sync,
SUI,Switzerland,🇨🇭,14,TBD Player 14,Defender,,,Roster placeholder - replace with official squad or API sync,
SUI,Switzerland,🇨🇭,15,TBD Player 15,Midfielder,,,Roster placeholder - replace with official squad or API sync,
SUI,Switzerland,🇨🇭,16,TBD Player 16,Midfielder,,,Roster placeholder - replace with official squad or API sync,
SUI,Switzerland,🇨🇭,17,TBD Player 17,Midfielder,,,Roster placeholder - replace with official squad or API sync,
SUI,Switzerland,🇨🇭,18,TBD Player 18,Forward,,,Roster placeholder - replace with official squad or API sync,
SUI,Switzerland,🇨🇭,19,TBD Player 19,Forward,,,Roster placeholder - replace with official squad or API sync,
SUI,Switzerland,🇨🇭,20,TBD Player 20,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
SUI,Switzerland,🇨🇭,21,TBD Player 21,Defender,,,Roster placeholder - replace with official squad or API sync,
SUI,Switzerland,🇨🇭,22,TBD Player 22,Midfielder,,,Roster placeholder - replace with official squad or API sync,
SUI,Switzerland,🇨🇭,23,TBD Player 23,Forward,,,Roster placeholder - replace with official squad or API sync,
SUI,Switzerland,🇨🇭,24,TBD Player 24,Defender,,,Roster placeholder - replace with official squad or API sync,
SUI,Switzerland,🇨🇭,25,TBD Player 25,Midfielder,,,Roster placeholder - replace with official squad or API sync,
SUI,Switzerland,🇨🇭,26,TBD Player 26,Forward,,,Roster placeholder - replace with official squad or API sync,
BRA,Brazil,🇧🇷,1,TBD Player 1,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
BRA,Brazil,🇧🇷,2,TBD Player 2,Defender,,,Roster placeholder - replace with official squad or API sync,
BRA,Brazil,🇧🇷,3,TBD Player 3,Defender,,,Roster placeholder - replace with official squad or API sync,
BRA,Brazil,🇧🇷,4,TBD Player 4,Defender,,,Roster placeholder - replace with official squad or API sync,
BRA,Brazil,🇧🇷,5,TBD Player 5,Defender,,,Roster placeholder - replace with official squad or API sync,
BRA,Brazil,🇧🇷,6,TBD Player 6,Midfielder,,,Roster placeholder - replace with official squad or API sync,
BRA,Brazil,🇧🇷,7,TBD Player 7,Midfielder,,,Roster placeholder - replace with official squad or API sync,
BRA,Brazil,🇧🇷,8,TBD Player 8,Midfielder,,,Roster placeholder - replace with official squad or API sync,
BRA,Brazil,🇧🇷,9,TBD Player 9,Forward,,,Roster placeholder - replace with official squad or API sync,
BRA,Brazil,🇧🇷,10,TBD Player 10,Forward,,,Roster placeholder - replace with official squad or API sync,
BRA,Brazil,🇧🇷,11,TBD Player 11,Forward,,,Roster placeholder - replace with official squad or API sync,
BRA,Brazil,🇧🇷,12,TBD Player 12,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
BRA,Brazil,🇧🇷,13,TBD Player 13,Defender,,,Roster placeholder - replace with official squad or API sync,
BRA,Brazil,🇧🇷,14,TBD Player 14,Defender,,,Roster placeholder - replace with official squad or API sync,
BRA,Brazil,🇧🇷,15,TBD Player 15,Midfielder,,,Roster placeholder - replace with official squad or API sync,
BRA,Brazil,🇧🇷,16,TBD Player 16,Midfielder,,,Roster placeholder - replace with official squad or API sync,
BRA,Brazil,🇧🇷,17,TBD Player 17,Midfielder,,,Roster placeholder - replace with official squad or API sync,
BRA,Brazil,🇧🇷,18,TBD Player 18,Forward,,,Roster placeholder - replace with official squad or API sync,
BRA,Brazil,🇧🇷,19,TBD Player 19,Forward,,,Roster placeholder - replace with official squad or API sync,
BRA,Brazil,🇧🇷,20,TBD Player 20,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
BRA,Brazil,🇧🇷,21,TBD Player 21,Defender,,,Roster placeholder - replace with official squad or API sync,
BRA,Brazil,🇧🇷,22,TBD Player 22,Midfielder,,,Roster placeholder - replace with official squad or API sync,
BRA,Brazil,🇧🇷,23,TBD Player 23,Forward,,,Roster placeholder - replace with official squad or API sync,
BRA,Brazil,🇧🇷,24,TBD Player 24,Defender,,,Roster placeholder - replace with official squad or API sync,
BRA,Brazil,🇧🇷,25,TBD Player 25,Midfielder,,,Roster placeholder - replace with official squad or API sync,
BRA,Brazil,🇧🇷,26,TBD Player 26,Forward,,,Roster placeholder - replace with official squad or API sync,
MAR,Morocco,🇲🇦,1,TBD Player 1,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
MAR,Morocco,🇲🇦,2,TBD Player 2,Defender,,,Roster placeholder - replace with official squad or API sync,
MAR,Morocco,🇲🇦,3,TBD Player 3,Defender,,,Roster placeholder - replace with official squad or API sync,
MAR,Morocco,🇲🇦,4,TBD Player 4,Defender,,,Roster placeholder - replace with official squad or API sync,
MAR,Morocco,🇲🇦,5,TBD Player 5,Defender,,,Roster placeholder - replace with official squad or API sync,
MAR,Morocco,🇲🇦,6,TBD Player 6,Midfielder,,,Roster placeholder - replace with official squad or API sync,
MAR,Morocco,🇲🇦,7,TBD Player 7,Midfielder,,,Roster placeholder - replace with official squad or API sync,
MAR,Morocco,🇲🇦,8,TBD Player 8,Midfielder,,,Roster placeholder - replace with official squad or API sync,
MAR,Morocco,🇲🇦,9,TBD Player 9,Forward,,,Roster placeholder - replace with official squad or API sync,
MAR,Morocco,🇲🇦,10,TBD Player 10,Forward,,,Roster placeholder - replace with official squad or API sync,
MAR,Morocco,🇲🇦,11,TBD Player 11,Forward,,,Roster placeholder - replace with official squad or API sync,
MAR,Morocco,🇲🇦,12,TBD Player 12,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
MAR,Morocco,🇲🇦,13,TBD Player 13,Defender,,,Roster placeholder - replace with official squad or API sync,
MAR,Morocco,🇲🇦,14,TBD Player 14,Defender,,,Roster placeholder - replace with official squad or API sync,
MAR,Morocco,🇲🇦,15,TBD Player 15,Midfielder,,,Roster placeholder - replace with official squad or API sync,
MAR,Morocco,🇲🇦,16,TBD Player 16,Midfielder,,,Roster placeholder - replace with official squad or API sync,
MAR,Morocco,🇲🇦,17,TBD Player 17,Midfielder,,,Roster placeholder - replace with official squad or API sync,
MAR,Morocco,🇲🇦,18,TBD Player 18,Forward,,,Roster placeholder - replace with official squad or API sync,
MAR,Morocco,🇲🇦,19,TBD Player 19,Forward,,,Roster placeholder - replace with official squad or API sync,
MAR,Morocco,🇲🇦,20,TBD Player 20,Goalkeeper,,,Roster placeholder - replace with official squad or API sync,
MAR,Morocco,🇲🇦,21,TBD Player 21,Defender,,,Roster placeholder - replace with official squad or API sync,
MAR,Morocco,🇲🇦,22,TBD Player 22,Midfielder,,,Roster placeholder - replace with official squad or API sync,
MAR,Morocco,🇲🇦,23,TBD Player 23,Forward,,,Roster placeholder - replace with official squad or API sync,
